Province,Biomass\timestep,1,2,3,4,5,6,7,8,9,10,11,12
Province_15,1. Rice straw,13670.02,15354.64,86515.87,74471.67,12089.77,2491.65,591.92,90965.07,30075.22,102287.99,46460.82,33893.79
Province_15,2. Rice Husk,5858.58,6580.56,37078.23,31916.43,5181.33,1067.85,253.68,38985.03,12889.38,43837.71,19911.78,14525.91
Province_15,3. Sugarcane leaves,334596.0967,334596.0967,0,0,0,0,0,0,0,0,0,334596.0967
Province_15,4. Bagasse,551099.4533,551099.4533,0,0,0,0,0,0,0,0,0,551099.4533
Province_15,5. Molasse,98410.61667,98410.61667,0,0,0,0,0,0,0,0,0,98410.61667
Province_15,6. Corn leaves & trunk,2809.68,25173.04,30831.04,18504.88,2515.28,3.68,380.88,456.32,10633.36,23130.64,34787.04,13557.12
Province_15,7. Corncobob,366.48,3283.44,4021.44,2413.68,328.08,0.48,49.68,59.52,1386.96,3017.04,4537.44,1768.32
Province_15,8. Peeled cassava,235614.96,409976.64,471393.36,89449.2,20903.76,17177.04,4375.44,1944.72,0,8588.16,69355.44,291683.52
Province_15,9. Cassava rhizome,65448.6,113882.4,130942.6,24847,5806.6,4771.4,1215.4,540.2,0,2385.6,19265.4,81023.2
Province_15,10. Cassava fiber,19634.58,34164.72,39282.78,7454.1,1741.98,1431.42,364.62,162.06,0,715.68,5779.62,24306.96
Province_15,11. Cassava peels,91628.04,159435.36,183319.64,34785.8,8129.24,6679.96,1701.56,756.28,0,3339.84,26971.56,113432.48
Province_15,12 Oil palm bunch,173.76,152,157.44,135.68,168.32,170.24,143.68,161.92,226.56,239.04,246.72,229.44
Province_15,13. Oil palm fiber,103.17,90.25,93.48,80.56,99.94,101.08,85.31,96.14,134.52,141.93,146.49,136.23
Province_15,14. Oil palm shell,21.72,19,19.68,16.96,21.04,21.28,17.96,20.24,28.32,29.88,30.84,28.68
Province_15,15. Coconut bunch,1616.17,7751.41,7644.69,4107.56,1172.76,0,549.84,436.74,399.91,2108.59,1962.14,2811.55
Province_15,16. Coconut bract,1839.09,8820.57,8699.13,4674.12,1334.52,0,625.68,496.98,455.07,2399.43,2232.78,3199.35
Province_15,17. Coconut shell,1393.25,6682.25,6590.25,3541,1011,0,474,376.5,344.75,1817.75,1691.5,2423.75
Province_16,1. Rice straw,1304.38,100.94,290.08,1042.72,3235.96,17411.17,37819.67,1198.54,0,1538.11,21169.96,69007.19
Province_16,2. Rice Husk,559.02,43.26,124.32,446.88,1386.84,7461.93,16208.43,513.66,0,659.19,9072.84,29574.51
Province_16,3. Sugarcane leaves,323433.5567,323433.5567,0,0,0,0,0,0,0,0,0,323433.5567
Province_16,4. Bagasse,532714.0933,532714.0933,0,0,0,0,0,0,0,0,0,532714.0933
Province_16,5. Molasse,95127.51667,95127.51667,0,0,0,0,0,0,0,0,0,95127.51667
Province_16,6. Corn leaves & trunk,31149.36,15421.04,6265.2,4255.92,3854.8,3312,10959.04,11608.56,11853.28,11086,36621.52,51980
Province_16,7. Corncobob,4062.96,2011.44,817.2,555.12,502.8,432,1429.44,1514.16,1546.08,1446,4776.72,6780
Province_16,8. Peeled cassava,214695.36,302040.72,152795.52,98589.6,65568.24,16688.16,12427.2,19173.6,20474.64,44737.92,58230.72,178123.68
Province_16,9. Cassava rhizome,59637.6,83900.2,42443.2,27386,18213.4,4635.6,3452,5326,5687.4,12427.2,16175.2,49478.8
Province_16,10. Cassava fiber,17891.28,25170.06,12732.96,8215.8,5464.02,1390.68,1035.6,1597.8,1706.22,3728.16,4852.56,14843.64
Province_16,11. Cassava peels,83492.64,117460.28,59420.48,38340.4,25498.76,6489.84,4832.8,7456.4,7962.36,17398.08,22645.28,69270.32
Province_16,12 Oil palm bunch,570.24,528,528.64,479.68,498.56,490.56,533.44,584.32,602.88,633.6,623.04,627.2
Province_16,13. Oil palm fiber,338.58,313.5,313.88,284.81,296.02,291.27,316.73,346.94,357.96,376.2,369.93,372.4
Province_16,14. Oil palm shell,71.28,66,66.08,59.96,62.32,61.32,66.68,73.04,75.36,79.2,77.88,78.4
Province_16,15. Coconut bunch,1700.27,15695.38,4524.87,4240.38,6645.35,1978.09,8487.72,8203.23,1415.78,3535.97,6360.86,4951.75
Province_16,16. Coconut bract,1934.79,17860.26,5148.99,4825.26,7561.95,2250.93,9658.44,9334.71,1611.06,4023.69,7238.22,5634.75
Province_16,17. Coconut shell,1465.75,13530.5,3900.75,3655.5,5728.75,1705.25,7317,7071.75,1220.5,3048.25,5483.5,4268.75
Province_17,1. Rice straw,0,0,121.03,1658.65,5072.48,67.62,13.23,0,0,190.12,243468.75,10097.92
Province_17,2. Rice Husk,0,0,51.87,710.85,2173.92,28.98,5.67,0,0,81.48,104343.75,4327.68
Province_17,3. Sugarcane leaves,273752.19,273752.19,0,0,0,0,0,0,0,0,0,273752.19
Province_17,4. Bagasse,450885.96,450885.96,0,0,0,0,0,0,0,0,0,450885.96
Province_17,5. Molasse,80515.35,80515.35,0,0,0,0,0,0,0,0,0,80515.35
Province_17,6. Corn leaves & trunk,187.68,220.8,217.12,769.12,228.16,33.12,150.88,1667.04,3656.08,872.16,206.08,132.48
Province_17,7. Corncobob,24.48,28.8,28.32,100.32,29.76,4.32,19.68,217.44,476.88,113.76,26.88,17.28
Province_17,8. Peeled cassava,76088.16,56929.68,78490.08,35806.32,40445.28,17957.52,57311.28,74450.16,44593.92,25598.88,23252.4,14901.12
Province_17,9. Cassava rhizome,21135.6,15813.8,21802.8,9946.2,11234.8,4988.2,15919.8,20680.6,12387.2,7110.8,6459,4139.2
Province_17,10. Cassava fiber,6340.68,4744.14,6540.84,2983.86,3370.44,1496.46,4775.94,6204.18,3716.16,2133.24,1937.7,1241.76
Province_17,11. Cassava peels,29589.84,22139.32,30523.92,13924.68,15728.72,6983.48,22287.72,28952.84,17342.08,9955.12,9042.6,5794.88
Province_17,12 Oil palm bunch,31.68,32,30.72,8.64,12.48,12.48,14.72,18.56,40.96,39.04,35.84,34.88
Province_17,13. Oil palm fiber,18.81,19,18.24,5.13,7.41,7.41,8.74,11.02,24.32,23.18,21.28,20.71
Province_17,14. Oil palm shell,3.96,4,3.84,1.08,1.56,1.56,1.84,2.32,5.12,4.88,4.48,4.36
Province_17,15. Coconut bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_17,16. Coconut bract,0,0,0,0,0,0,0,0,0,0,0,0
Province_17,17. Coconut shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,1. Rice straw,677.18,354.76,0,0,0,0,0,0,0,0,22.54,178.85
Province_18,2. Rice Husk,290.22,152.04,0,0,0,0,0,0,0,0,9.66,76.65
Province_18,3. Sugarcane leaves,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,4. Bagasse,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,5. Molasse,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,6. Corn leaves & trunk,49.68,46,44.16,33.12,31.28,29.44,112.24,106.72,34.96,40.48,33.12,38.64
Province_18,7. Corncobob,6.48,6,5.76,4.32,4.08,3.84,14.64,13.92,4.56,5.28,4.32,5.04
Province_18,8. Peeled cassava,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,9. Cassava rhizome,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,10. Cassava fiber,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,11. Cassava peels,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,12 Oil palm bunch,32932.8,58770.88,112882.24,151003.84,112458.56,51146.56,32509.12,43522.24,71689.92,106846.4,143167.68,142002.88
Province_18,13. Oil palm fiber,19553.85,34895.21,67023.83,89658.53,66772.27,30368.27,19302.29,25841.33,42565.89,63440.05,85005.81,84314.21
Province_18,14. Oil palm shell,4116.6,7346.36,14110.28,18875.48,14057.32,6393.32,4063.64,5440.28,8961.24,13355.8,17895.96,17750.36
Province_18,15. Coconut bunch,45306.99,38606.25,85019.59,51454.41,85019.59,72171.43,67683.68,34671.82,42540.68,22930.01,40819.24,28524.4
Province_18,16. Coconut bract,51556.23,43931.25,96746.43,58551.57,96746.43,82126.11,77019.36,39454.14,48408.36,26092.77,46449.48,32458.8
Province_18,17. Coconut shell,39057.75,33281.25,73292.75,44357.25,73292.75,62216.75,58348,29889.5,36673,19767.25,35189,24590
Province_19,1. Rice straw,0,0,7.84,3062.01,7057.47,423.36,0,0,0,3701.46,99039.78,6657.14
Province_19,2. Rice Husk,0,0,3.36,1312.29,3024.63,181.44,0,0,0,1586.34,42445.62,2853.06
Province_19,3. Sugarcane leaves,0,0,0,0,0,0,0,0,0,0,0,0
Province_19,4. Bagasse,0,0,0,0,0,0,0,0,0,0,0,0
Province_19,5. Molasse,0,0,0,0,0,0,0,0,0,0,0,0
Province_19,6. Corn leaves & trunk,23962.32,14087.04,9641.6,21927.28,10418.08,2826.24,10269.04,11257.12,9216.56,56787.92,117953.2,43532.56
Province_19,7. Corncobob,3125.52,1837.44,1257.6,2860.08,1358.88,368.64,1339.44,1468.32,1202.16,7407.12,15385.2,5678.16
Province_19,8. Peeled cassava,5978.88,19218.24,32026.32,14157.36,3762.72,2199.6,0,0,0,0,918,4432.32
Province_19,9. Cassava rhizome,1660.8,5338.4,8896.2,3932.6,1045.2,611,0,0,0,0,255,1231.2
Province_19,10. Cassava fiber,498.24,1601.52,2668.86,1179.78,313.56,183.3,0,0,0,0,76.5,369.36
Province_19,11. Cassava peels,2325.12,7473.76,12454.68,5505.64,1463.28,855.4,0,0,0,0,357,1723.68
Province_19,12 Oil palm bunch,53.44,53.44,53.44,54.08,54.08,54.08,54.08,54.4,55.36,55.68,57.28,56.64
Province_19,13. Oil palm fiber,31.73,31.73,31.73,32.11,32.11,32.11,32.11,32.3,32.87,33.06,34.01,33.63
Province_19,14. Oil palm shell,6.68,6.68,6.68,6.76,6.76,6.76,6.76,6.8,6.92,6.96,7.16,7.08
Province_19,15. Coconut bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_19,16. Coconut bract,0,0,0,0,0,0,0,0,0,0,0,0
Province_19,17. Coconut shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_20,1. Rice straw,0,0,318.99,2286.83,2713.13,507.64,94.57,435.61,0,3765.16,25218.83,1961.96
Province_20,2. Rice Husk,0,0,136.71,980.07,1162.77,217.56,40.53,186.69,0,1613.64,10808.07,840.84
Province_20,3. Sugarcane leaves,0,0,0,0,0,0,0,0,0,0,0,0
Province_20,4. Bagasse,0,0,0,0,0,0,0,0,0,0,0,0
Province_20,5. Molasse,0,0,0,0,0,0,0,0,0,0,0,0
Province_20,6. Corn leaves & trunk,1690.96,434.24,204.24,419.52,388.24,68.08,371.68,487.6,2587.04,16328.16,38996.96,25134.4
Province_20,7. Corncobob,220.56,56.64,26.64,54.72,50.64,8.88,48.48,63.6,337.44,2129.76,5086.56,3278.4
Province_20,8. Peeled cassava,1000.08,1573.2,1992.96,931.68,360,0,0,0,0,0,0,0
Province_20,9. Cassava rhizome,277.8,437,553.6,258.8,100,0,0,0,0,0,0,0
Province_20,10. Cassava fiber,83.34,131.1,166.08,77.64,30,0,0,0,0,0,0,0
Province_20,11. Cassava peels,388.92,611.8,775.04,362.32,140,0,0,0,0,0,0,0
Province_20,12 Oil palm bunch,30.72,33.28,30.72,24,26.88,26.88,34.88,34.88,39.36,43.52,37.44,35.84
Province_20,13. Oil palm fiber,18.24,19.76,18.24,14.25,15.96,15.96,20.71,20.71,23.37,25.84,22.23,21.28
Province_20,14. Oil palm shell,3.84,4.16,3.84,3,3.36,3.36,4.36,4.36,4.92,5.44,4.68,4.48
Province_20,15. Coconut bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_20,16. Coconut bract,0,0,0,0,0,0,0,0,0,0,0,0
Province_20,17. Coconut shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_21,1. Rice straw,0,0,0,21.56,8.82,0,0,0,0,579.18,55058.36,10857.91
Province_21,2. Rice Husk,0,0,0,9.24,3.78,0,0,0,0,248.22,23596.44,4653.39
Province_21,3. Sugarcane leaves,140479.2733,140479.2733,0,0,0,0,0,0,0,0,0,140479.2733
Province_21,4. Bagasse,231377.6267,231377.6267,0,0,0,0,0,0,0,0,0,231377.6267
Province_21,5. Molasse,41317.43333,41317.43333,0,0,0,0,0,0,0,0,0,41317.43333
Province_21,6. Corn leaves & trunk,27898.08,1788.48,1523.52,25944,4456.48,47.84,79.12,69.92,33270.88,55626.88,219786.16,171686.72
Province_21,7. Corncobob,3638.88,233.28,198.72,3384,581.28,6.24,10.32,9.12,4339.68,7255.68,28667.76,22393.92
Province_21,8. Peeled cassava,160670.16,225635.04,116050.32,65028.96,0,0,0,0,0,950.4,6528.24,58944.24
Province_21,9. Cassava rhizome,44630.6,62676.4,32236.2,18063.6,0,0,0,0,0,264,1813.4,16373.4
Province_21,10. Cassava fiber,13389.18,18802.92,9670.86,5419.08,0,0,0,0,0,79.2,544.02,4912.02
Province_21,11. Cassava peels,62482.84,87746.96,45130.68,25289.04,0,0,0,0,0,369.6,2538.76,22922.76
Province_21,12 Oil palm bunch,193.28,279.04,376.32,1320.96,1459.84,920,657.92,311.04,890.24,946.88,496,332.16
Province_21,13. Oil palm fiber,114.76,165.68,223.44,784.32,866.78,546.25,390.64,184.68,528.58,562.21,294.5,197.22
Province_21,14. Oil palm shell,24.16,34.88,47.04,165.12,182.48,115,82.24,38.88,111.28,118.36,62,41.52
Province_21,15. Coconut bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_21,16. Coconut bract,0,0,0,0,0,0,0,0,0,0,0,0
Province_21,17. Coconut shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_22,1. Rice straw,4681.95,4481.05,30946.44,32844.21,20134.59,4517.8,1613.08,18081,21829.01,55236.23,61167.19,24868.97
Province_22,2. Rice Husk,2006.55,1920.45,13262.76,14076.09,8629.11,1936.2,691.32,7749,9355.29,23672.67,26214.51,10658.13
Province_22,3. Sugarcane leaves,241286.3267,241286.3267,0,0,0,0,0,0,0,0,0,241286.3267
Province_22,4. Bagasse,397412.7733,397412.7733,0,0,0,0,0,0,0,0,0,397412.7733
Province_22,5. Molasse,70966.56667,70966.56667,0,0,0,0,0,0,0,0,0,70966.56667
Province_22,6. Corn leaves & trunk,13722.72,9382.16,2325.76,4379.2,4955.12,261.28,3667.12,16033.76,33710.64,125576.32,167362.72,80108.08
Province_22,7. Corncobob,1789.92,1223.76,303.36,571.2,646.32,34.08,478.32,2091.36,4397.04,16379.52,21829.92,10448.88
Province_22,8. Peeled cassava,170473.68,157764.24,86967.36,47708.64,27281.52,7452.72,2329.2,1064.88,3792.96,4591.44,47642.4,108326.16
Province_22,9. Cassava rhizome,47353.8,43823.4,24157.6,13252.4,7578.2,2070.2,647,295.8,1053.6,1275.4,13234,30090.6
Province_22,10. Cassava fiber,14206.14,13147.02,7247.28,3975.72,2273.46,621.06,194.1,88.74,316.08,382.62,3970.2,9027.18
Province_22,11. Cassava peels,66295.32,61352.76,33820.64,18553.36,10609.48,2898.28,905.8,414.12,1475.04,1785.56,18527.6,42126.84
Province_22,12 Oil palm bunch,17.92,25.28,18.24,82.56,90.56,95.36,84.16,91.2,83.84,85.44,80.64,88.64
Province_22,13. Oil palm fiber,10.64,15.01,10.83,49.02,53.77,56.62,49.97,54.15,49.78,50.73,47.88,52.63
Province_22,14. Oil palm shell,2.24,3.16,2.28,10.32,11.32,11.92,10.52,11.4,10.48,10.68,10.08,11.08
Province_22,15. Coconut bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_22,16. Coconut bract,0,0,0,0,0,0,0,0,0,0,0,0
Province_22,17. Coconut shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_23,1. Rice straw,0,0,0,0,21.56,0,0,0,0,6145.09,32708.48,1536.64
Province_23,2. Rice Husk,0,0,0,0,9.24,0,0,0,0,2633.61,14017.92,658.56
Province_23,3. Sugarcane leaves,0,0,0,0,0,0,0,0,0,0,0,0
Province_23,4. Bagasse,0,0,0,0,0,0,0,0,0,0,0,0
Province_23,5. Molasse,0,0,0,0,0,0,0,0,0,0,0,0
Province_23,6. Corn leaves & trunk,19640.16,3930.24,1010.16,767.28,498.64,334.88,1687.28,1580.56,1161.04,9505.44,53549.52,46230
Province_23,7. Corncobob,2561.76,512.64,131.76,100.08,65.04,43.68,220.08,206.16,151.44,1239.84,6984.72,6030
Province_23,8. Peeled cassava,0,0,0,0,0,0,0,0,0,0,0,0
Province_23,9. Cassava rhizome,0,0,0,0,0,0,0,0,0,0,0,0
Province_23,10. Cassava fiber,0,0,0,0,0,0,0,0,0,0,0,0
Province_23,11. Cassava peels,0,0,0,0,0,0,0,0,0,0,0,0
Province_23,12 Oil palm bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_23,13. Oil palm fiber,0,0,0,0,0,0,0,0,0,0,0,0
Province_23,14. Oil palm shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_23,15. Coconut bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_23,16. Coconut bract,0,0,0,0,0,0,0,0,0,0,0,0
Province_23,17. Coconut shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_24,1. Rice straw,0,0,692.86,4858.84,2651.39,214.13,21.56,159.25,0,3487.82,331532.53,6741.91
Province_24,2. Rice Husk,0,0,296.94,2082.36,1136.31,91.77,9.24,68.25,0,1494.78,142085.37,2889.39
Province_24,3. Sugarcane leaves,68258.62667,68258.62667,0,0,0,0,0,0,0,0,0,68258.62667
Province_24,4. Bagasse,112425.9733,112425.9733,0,0,0,0,0,0,0,0,0,112425.9733
Province_24,5. Molasse,20076.06667,20076.06667,0,0,0,0,0,0,0,0,0,20076.06667
Province_24,6. Corn leaves & trunk,401.12,436.08,404.8,448.96,222.64,106.72,195.04,167.44,114.08,82.8,75.44,49.68
Province_24,7. Corncobob,52.32,56.88,52.8,58.56,29.04,13.92,25.44,21.84,14.88,10.8,9.84,6.48
Province_24,8. Peeled cassava,22951.44,19642.32,33335.28,11651.76,60123.6,23585.04,35201.52,70085.52,38932.56,23549.76,7850.16,5104.08
Province_24,9. Cassava rhizome,6375.4,5456.2,9259.8,3236.6,16701,6551.4,9778.2,19468.2,10814.6,6541.6,2180.6,1417.8
Province_24,10. Cassava fiber,1912.62,1636.86,2777.94,970.98,5010.3,1965.42,2933.46,5840.46,3244.38,1962.48,654.18,425.34
Province_24,11. Cassava peels,8925.56,7638.68,12963.72,4531.24,23381.4,9171.96,13689.48,27255.48,15140.44,9158.24,3052.84,1984.92
Province_24,12 Oil palm bunch,0.96,0.96,1.28,1.6,1.92,2.24,2.24,2.24,2.24,2.56,2.56,2.24
Province_24,13. Oil palm fiber,0.57,0.57,0.76,0.95,1.14,1.33,1.33,1.33,1.33,1.52,1.52,1.33
Province_24,14. Oil palm shell,0.12,0.12,0.16,0.2,0.24,0.28,0.28,0.28,0.28,0.32,0.32,0.28
Province_24,15. Coconut bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_24,16. Coconut bract,0,0,0,0,0,0,0,0,0,0,0,0
Province_24,17. Coconut shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_25,1. Rice straw,0,0,20.09,51.45,8.82,0,0,0,0,370.44,90446.65,289.1
Province_25,2. Rice Husk,0,0,8.61,22.05,3.78,0,0,0,0,158.76,38762.85,123.9
Province_25,3. Sugarcane leaves,104101.71,104101.71,0,0,0,0,0,0,0,0,0,104101.71
Province_25,4. Bagasse,171461.64,171461.64,0,0,0,0,0,0,0,0,0,171461.64
Province_25,5. Molasse,30618.15,30618.15,0,0,0,0,0,0,0,0,0,30618.15
Province_25,6. Corn leaves & trunk,430.56,469.2,448.96,682.64,274.16,119.6,233.68,222.64,171.12,136.16,114.08,79.12
Province_25,7. Corncobob,56.16,61.2,58.56,89.04,35.76,15.6,30.48,29.04,22.32,17.76,14.88,10.32
Province_25,8. Peeled cassava,68097.6,54208.08,67857.12,1593.36,2976.48,3216.96,541.44,3878.64,4870.8,52494.48,31628.88,9290.16
Province_25,9. Cassava rhizome,18916,15057.8,18849.2,442.6,826.8,893.6,150.4,1077.4,1353,14581.8,8785.8,2580.6
Province_25,10. Cassava fiber,5674.8,4517.34,5654.76,132.78,248.04,268.08,45.12,323.22,405.9,4374.54,2635.74,774.18
Province_25,11. Cassava peels,26482.4,21080.92,26388.88,619.64,1157.52,1251.04,210.56,1508.36,1894.2,20414.52,12300.12,3612.84
Province_25,12 Oil palm bunch,76.16,71.36,29.44,32.64,65.92,77.44,80.64,84.48,84.16,89.6,88.32,84.48
Province_25,13. Oil palm fiber,45.22,42.37,17.48,19.38,39.14,45.98,47.88,50.16,49.97,53.2,52.44,50.16
Province_25,14. Oil palm shell,9.52,8.92,3.68,4.08,8.24,9.68,10.08,10.56,10.52,11.2,11.04,10.56
Province_25,15. Coconut bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_25,16. Coconut bract,0,0,0,0,0,0,0,0,0,0,0,0
Province_25,17. Coconut shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_26,1. Rice straw,3209.5,25595.15,16012.22,6762.98,2191.28,1073.1,862.89,21903.98,16905.98,8824.9,19122.25,28874.23
Province_26,2. Rice Husk,1375.5,10969.35,6862.38,2898.42,939.12,459.9,369.81,9387.42,7245.42,3782.1,8195.25,12374.67
Province_26,3. Sugarcane leaves,0,0,0,0,0,0,0,0,0,0,0,0
Province_26,4. Bagasse,0,0,0,0,0,0,0,0,0,0,0,0
Province_26,5. Molasse,0,0,0,0,0,0,0,0,0,0,0,0
Province_26,6. Corn leaves & trunk,0,0,0,0,0,0,0,0,0,0,0,0
Province_26,7. Corncobob,0,0,0,0,0,0,0,0,0,0,0,0
Province_26,8. Peeled cassava,102.24,0,33.84,141.84,153.36,10.08,0,0,0,0,48.96,69.12
Province_26,9. Cassava rhizome,28.4,0,9.4,39.4,42.6,2.8,0,0,0,0,13.6,19.2
Province_26,10. Cassava fiber,8.52,0,2.82,11.82,12.78,0.84,0,0,0,0,4.08,5.76
Province_26,11. Cassava peels,39.76,0,13.16,55.16,59.64,3.92,0,0,0,0,19.04,26.88
Province_26,12 Oil palm bunch,47.68,50.24,58.56,63.04,93.76,96.32,97.92,81.92,78.4,83.2,84.16,100.16
Province_26,13. Oil palm fiber,28.31,29.83,34.77,37.43,55.67,57.19,58.14,48.64,46.55,49.4,49.97,59.47
Province_26,14. Oil palm shell,5.96,6.28,7.32,7.88,11.72,12.04,12.24,10.24,9.8,10.4,10.52,12.52
Province_26,15. Coconut bunch,820.12,3451.29,2158.47,1293.98,247.37,125.57,0,0,517.07,585.8,1514.09,2021.01
Province_26,16. Coconut bract,933.24,3927.33,2456.19,1472.46,281.49,142.89,0,0,588.39,666.6,1722.93,2299.77
Province_26,17. Coconut shell,707,2975.25,1860.75,1115.5,213.25,108.25,0,0,445.75,505,1305.25,1742.25
Province_27,1. Rice straw,4368.35,16889.32,27865.32,18297.09,7846.86,7495.53,16134.23,29900.29,19277.58,22413.58,16301.32,9413.39
Province_27,2. Rice Husk,1872.15,7238.28,11942.28,7841.61,3362.94,3212.37,6914.67,12814.41,8261.82,9605.82,6986.28,4034.31
Province_27,3. Sugarcane leaves,35864.61667,35864.61667,0,0,0,0,0,0,0,0,0,35864.61667
Province_27,4. Bagasse,59071.13333,59071.13333,0,0,0,0,0,0,0,0,0,59071.13333
Province_27,5. Molasse,10548.41667,10548.41667,0,0,0,0,0,0,0,0,0,10548.41667
Province_27,6. Corn leaves & trunk,40.48,44.16,25.76,20.24,11.04,9.2,38.64,34.96,23.92,16.56,11.04,12.88
Province_27,7. Corncobob,5.28,5.76,3.36,2.64,1.44,1.2,5.04,4.56,3.12,2.16,1.44,1.68
Province_27,8. Peeled cassava,0,0,0,0,0,0,0,0,0,0,0,0
Province_27,9. Cassava rhizome,0,0,0,0,0,0,0,0,0,0,0,0
Province_27,10. Cassava fiber,0,0,0,0,0,0,0,0,0,0,0,0
Province_27,11. Cassava peels,0,0,0,0,0,0,0,0,0,0,0,0
Province_27,12 Oil palm bunch,123.52,123.84,133.44,118.08,121.6,149.44,162.24,169.92,169.6,150.4,142.4,138.88
Province_27,13. Oil palm fiber,73.34,73.53,79.23,70.11,72.2,88.73,96.33,100.89,100.7,89.3,84.55,82.46
Province_27,14. Oil palm shell,15.44,15.48,16.68,14.76,15.2,18.68,20.28,21.24,21.2,18.8,17.8,17.36
Province_27,15. Coconut bunch,22280.7,8450.6,15046.07,2937.99,7552.18,15105.52,7521.15,22570.7,7519.7,22566.35,9264.05,15046.07
Province_27,16. Coconut bract,25353.9,9616.2,17121.39,3343.23,8593.86,17189.04,8558.55,25683.9,8556.9,25678.95,10541.85,17121.39
Province_27,17. Coconut shell,19207.5,7285,12970.75,2532.75,6510.5,13022,6483.75,19457.5,6482.5,19453.75,7986.25,12970.75
Province_28,1. Rice straw,0,0,985.39,11430.72,4247.32,27.44,0,116.13,0,4179.21,238023.38,5016.62
Province_28,2. Rice Husk,0,0,422.31,4898.88,1820.28,11.76,0,49.77,0,1791.09,102010.02,2149.98
Province_28,3. Sugarcane leaves,4443.346667,4443.346667,0,0,0,0,0,0,0,0,0,4443.346667
Province_28,4. Bagasse,7318.453333,7318.453333,0,0,0,0,0,0,0,0,0,7318.453333
Province_28,5. Molasse,1306.866667,1306.866667,0,0,0,0,0,0,0,0,0,1306.866667
Province_28,6. Corn leaves & trunk,1648.64,1832.64,1611.84,1935.68,1091.12,358.8,986.24,787.52,651.36,540.96,345.92,264.96
Province_28,7. Corncobob,215.04,239.04,210.24,252.48,142.32,46.8,128.64,102.72,84.96,70.56,45.12,34.56
Province_28,8. Peeled cassava,9756,18956.16,8045.28,3241.44,948.96,0,0,0,0,0,98.64,3725.28
Province_28,9. Cassava rhizome,2710,5265.6,2234.8,900.4,263.6,0,0,0,0,0,27.4,1034.8
Province_28,10. Cassava fiber,813,1579.68,670.44,270.12,79.08,0,0,0,0,0,8.22,310.44
Province_28,11. Cassava peels,3794,7371.84,3128.72,1260.56,369.04,0,0,0,0,0,38.36,1448.72
Province_28,12 Oil palm bunch,123.52,123.84,133.44,118.08,121.6,149.44,162.24,169.92,169.6,150.4,142.4,138.88
Province_28,13. Oil palm fiber,73.34,73.53,79.23,70.11,72.2,88.73,96.33,100.89,100.7,89.3,84.55,82.46
Province_28,14. Oil palm shell,15.44,15.48,16.68,14.76,15.2,18.68,20.28,21.24,21.2,18.8,17.8,17.36
Province_28,15. Coconut bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_28,16. Coconut bract,0,0,0,0,0,0,0,0,0,0,0,0
Province_28,17. Coconut shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_29,1. Rice straw,749.21,272.93,867.79,4584.93,7347.55,2798.39,139.16,138.67,0,3762.71,315745.71,46213.86
Province_29,2. Rice Husk,321.09,116.97,371.91,1964.97,3148.95,1199.31,59.64,59.43,0,1612.59,135319.59,19805.94
Province_29,3. Sugarcane leaves,266327.1,266327.1,0,0,0,0,0,0,0,0,0,266327.1
Province_29,4. Bagasse,438656.4,438656.4,0,0,0,0,0,0,0,0,0,438656.4
Province_29,5. Molasse,78331.5,78331.5,0,0,0,0,0,0,0,0,0,78331.5
Province_29,6. Corn leaves & trunk,38941.76,4850.24,4765.6,5661.68,3845.6,1444.4,11707.92,12379.52,19443.28,22449.84,222638.16,371299.12
Province_29,7. Corncobob,5079.36,632.64,621.6,738.48,501.6,188.4,1527.12,1614.72,2536.08,2928.24,29039.76,48430.32
Province_29,8. Peeled cassava,348211.44,553806,1060294.32,427183.2,144948.96,60312.24,41652,43651.44,33654.96,156611.52,150613.92,311224.32
Province_29,9. Cassava rhizome,96725.4,153835,294526.2,118662,40263.6,16753.4,11570,12125.4,9348.6,43503.2,41837.2,86451.2
