Province,Biomass (tons) \timestep,1,2,3,4,5,6,7,8,9,10,11,12
Province_13,6. Corn leaves & trunk,0,0,0,0,0,0,0,0,0,0,0,0
Province_13,7. Corncobob,0,0,0,0,0,0,0,0,0,0,0,0
Province_13,8. Peeled cassava,0,0,0,0,0,0,0,0,0,0,0,0
Province_13,9. Cassava rhizome,0,0,0,0,0,0,0,0,0,0,0,0
Province_13,10. Cassava fiber,0,0,0,0,0,0,0,0,0,0,0,0
Province_13,11. Cassava peels,0,0,0,0,0,0,0,0,0,0,0,0
Province_13,12 Oil palm bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_13,13. Oil palm fiber,0,0,0,0,0,0,0,0,0,0,0,0
Province_13,14. Oil palm shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_13,15. Coconut bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_13,16. Coconut bract,0,0,0,0,0,0,0,0,0,0,0,0
Province_13,17. Coconut shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_14,1. Rice straw,0,0,0,0,0,0,0,0,0,0,0,0
Province_14,2. Rice Husk,0,0,0,0,0,0,0,0,0,0,0,0
Province_14,3. Sugarcane leaves,0,39240685.2,0,0,0,0,0,0,0,0,0,2241122.376
Province_14,4. Bagasse,0,64631716.8,0,0,0,0,0,0,0,0,0,3691260.384
Province_14,5. Molasse,0,11541378,0,0,0,0,0,0,0,0,0,659153.64
Province_14,6. Corn leaves & trunk,0,0,0,0,0,0,0,0,0,0,0,0
Province_14,7. Corncobob,0,0,0,0,0,0,0,0,0,0,0,0
Province_14,8. Peeled cassava,0,0,0,0,0,0,0,0,0,0,0,0
Province_14,9. Cassava rhizome,0,0,0,0,0,0,0,0,0,0,0,0
Province_14,10. Cassava fiber,0,0,0,0,0,0,0,0,0,0,0,0
Province_14,11. Cassava peels,0,0,0,0,0,0,0,0,0,0,0,0
Province_14,12 Oil palm bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_14,13. Oil palm fiber,0,0,0,0,0,0,0,0,0,0,0,0
Province_14,14. Oil palm shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_14,15. Coconut bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_14,16. Coconut bract,0,0,0,0,0,0,0,0,0,0,0,0
Province_14,17. Coconut shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_15,1. Rice straw,0,0,0,0,0,0,0,0,0,0,0,0
Province_15,2. Rice Husk,0,0,0,0,0,0,0,0,0,0,0,0
Province_15,3. Sugarcane leaves,2527944.268,12076387.58,0,0,0,0,0,0,0,0,0,1088323.408
Province_15,4. Bagasse,4163672.912,19890520.72,0,0,0,0,0,0,0,0,0,1792532.672
Province_15,5. Molasse,743513.02,3551878.7,0,0,0,0,0,0,0,0,0,320095.12
Province_15,6. Corn leaves & trunk,0,0,0,0,0,0,0,0,0,0,0,0
Province_15,7. Corncobob,0,0,0,0,0,0,0,0,0,0,0,0
Province_15,8. Peeled cassava,0,0,0,0,0,0,0,0,0,0,0,0
Province_15,9. Cassava rhizome,0,0,0,0,0,0,0,0,0,0,0,0
Province_15,10. Cassava fiber,0,0,0,0,0,0,0,0,0,0,0,0
Province_15,11. Cassava peels,0,0,0,0,0,0,0,0,0,0,0,0
Province_15,12 Oil palm bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_15,13. Oil palm fiber,0,0,0,0,0,0,0,0,0,0,0,0
Province_15,14. Oil palm shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_15,15. Coconut bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_15,16. Coconut bract,0,0,0,0,0,0,0,0,0,0,0,0
Province_15,17. Coconut shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_16,1. Rice straw,0,0,0,0,0,0,0,0,0,0,0,0
Province_16,2. Rice Husk,0,0,0,0,0,0,0,0,0,0,0,0
Province_16,3. Sugarcane leaves,798484.016,22313114.38,0,0,0,0,0,0,0,0,0,1550497.614
Province_16,4. Bagasse,1315150.144,36751011.92,0,0,0,0,0,0,0,0,0,2553760.776
Province_16,5. Molasse,234848.24,6562680.7,0,0,0,0,0,0,0,0,0,456028.71
Province_16,6. Corn leaves & trunk,0,0,0,0,0,0,0,0,0,0,0,0
Province_16,7. Corncobob,0,0,0,0,0,0,0,0,0,0,0,0
Province_16,8. Peeled cassava,0,0,0,0,0,0,0,0,0,0,0,0
Province_16,9. Cassava rhizome,0,0,0,0,0,0,0,0,0,0,0,0
Province_16,10. Cassava fiber,0,0,0,0,0,0,0,0,0,0,0,0
